Date,Open,High,Low,Close,Adj Close,Volume
1988-04-01,10.000000,10.170000,10.000000,10.170000,1.677772,0
1988-05-01,10.170000,10.170000,9.990000,9.990000,1.648076,0
1988-06-01,9.990000,10.150000,9.990000,10.150000,1.674472,0
1988-07-01,9.920000,10.180000,9.910000,9.920000,1.636529,0
1988-08-01,10.030000,10.040000,9.750000,9.870000,1.628280,0
1988-09-01,9.870000,10.520000,9.870000,10.520000,1.735512,0
1988-10-01,10.580000,11.580000,10.580000,11.490000,1.895536,0
1988-11-01,11.490000,12.030000,11.490000,12.000000,1.979672,0
1988-12-01,12.070000,12.120000,11.800000,12.050000,1.987921,0
1989-01-01,11.990000,12.450000,11.930000,12.260000,2.037734,0
1989-02-01,12.310000,12.550000,12.220000,12.330000,2.049368,0
1989-03-01,12.270000,12.520000,12.270000,12.480000,2.074300,0
1989-04-01,12.630000,13.410000,12.630000,13.290000,2.208930,0
1989-05-01,13.170000,13.210000,12.630000,13.000000,2.160729,0
1989-06-01,12.990000,13.600000,12.890000,13.470000,2.238846,0
1989-07-01,13.620000,14.480000,13.620000,14.480000,2.406719,0
1989-08-01,14.580000,14.710000,14.160000,14.500000,2.410044,0
1989-09-01,14.480000,15.760000,14.480000,15.760000,2.619468,0
1989-10-01,15.620000,15.780000,15.140000,15.200000,2.526391,0
1989-11-01,15.230000,16.150000,15.030000,16.150000,2.684291,0
1989-12-01,16.230000,16.940001,16.200001,16.940001,2.815596,0
1990-01-01,16.709999,17.260000,16.680000,16.860001,2.836641,0
1990-02-01,16.860001,17.400000,16.420000,16.570000,2.787850,0
1990-03-01,16.400000,17.330000,16.400000,17.330000,2.915717,0
1990-04-01,17.180000,17.809999,17.180000,17.760000,2.988061,0
1990-05-01,17.760000,18.570000,17.760000,18.260000,3.072186,0
1990-06-01,18.389999,18.889999,18.290001,18.889999,3.178181,0
1990-07-01,19.049999,20.049999,19.040001,20.049999,3.373348,0
1990-08-01,19.930000,19.930000,17.219999,17.770000,2.989745,0
1990-09-01,17.379999,17.490000,15.890000,15.910000,2.676806,0
1990-10-01,16.160000,17.250000,16.160000,16.840000,2.833275,0
1990-11-01,16.840000,17.030001,16.240000,16.240000,2.732327,0
1990-12-01,16.299999,16.969999,15.180000,15.620000,2.628015,0
1991-01-01,15.550000,15.550000,14.290000,15.170000,2.593569,0
1991-02-01,15.310000,16.209999,15.310000,16.209999,2.771374,0
1991-03-01,16.120001,16.350000,14.890000,14.890000,2.545698,0
1991-04-01,15.180000,15.490000,14.490000,14.890000,2.545698,0
1991-05-01,15.020000,15.120000,14.760000,14.950000,2.555956,0
1991-06-01,14.880000,14.930000,14.080000,14.080000,2.407215,0
1991-07-01,14.050000,14.500000,13.790000,14.390000,2.460214,0
1991-08-01,14.390000,14.670000,13.230000,14.390000,2.460214,0
