Date,Open,High,Low,Close,Adj Close,Volume
1983-06-01,9.150000,9.150000,9.150000,9.150000,2.347522,0
1983-07-01,9.150000,9.220000,8.960000,8.960000,2.298776,0
1983-08-01,8.930000,8.970000,8.680000,8.720000,2.237201,0
1983-09-01,8.720000,9.210000,8.720000,9.010000,2.311603,0
1983-10-01,8.950000,9.010000,8.210000,8.210000,2.106356,0
1983-11-01,8.240000,8.790000,8.150000,8.780000,2.252594,0
1983-12-01,8.790000,8.790000,8.390000,8.540000,2.191020,0
1984-01-01,8.540000,8.730000,7.680000,7.680000,1.970379,0
1984-02-01,7.560000,7.560000,7.130000,7.170000,1.854524,0
1984-03-01,7.210000,7.250000,7.000000,7.130000,1.844178,0
1984-04-01,7.080000,7.170000,6.860000,7.170000,1.854524,0
1984-05-01,7.250000,7.320000,6.850000,6.940000,1.795034,0
1984-06-01,7.080000,7.220000,6.920000,7.110000,1.839005,0
1984-07-01,7.070000,7.080000,6.540000,6.930000,1.792448,0
1984-08-01,7.150000,7.990000,7.150000,7.930000,2.051099,0
1984-09-01,7.840000,8.020000,7.560000,7.560000,1.955397,0
1984-10-01,7.460000,7.690000,7.300000,7.460000,1.929532,0
1984-11-01,7.520000,7.620000,7.220000,7.230000,1.870043,0
1984-12-01,7.210000,7.570000,7.130000,7.570000,1.957984,0
1985-01-01,7.460000,8.480000,7.290000,8.410000,2.175250,0
1985-02-01,8.390000,8.810000,8.390000,8.610000,2.250087,0
1985-03-01,8.720000,8.720000,8.170000,8.310000,2.171688,0
1985-04-01,8.360000,8.470000,8.200000,8.310000,2.171688,0
1985-05-01,8.270000,8.890000,8.270000,8.790000,2.297128,0
1985-06-01,8.810000,8.940000,8.560000,8.940000,2.336328,0
1985-07-01,9.030000,9.270000,8.940000,9.030000,2.359848,0
1985-08-01,9.130000,9.140000,8.690000,9.070000,2.370301,0
1985-09-01,9.030000,9.090000,8.580000,8.580000,2.242248,0
1985-10-01,8.710000,8.920000,8.410000,8.900000,2.325875,0
1985-11-01,8.980000,9.490000,8.980000,9.490000,2.480062,0
1985-12-01,9.430000,10.180000,9.430000,10.060000,2.629023,0
1986-01-01,10.000000,10.250000,9.780000,10.250000,2.678676,0
1986-02-01,10.360000,11.260000,10.350000,11.260000,2.942624,0
1986-03-01,11.210000,11.590000,11.110000,11.510000,3.007957,0
1986-04-01,11.370000,12.070000,10.990000,11.750000,3.070677,0
1986-05-01,11.730000,12.680000,11.700000,12.680000,3.313719,0
1986-06-01,12.600000,12.760000,12.280000,12.760000,3.334625,0
1986-07-01,12.860000,12.900000,11.570000,11.690000,3.054997,0
1986-08-01,11.610000,12.510000,11.530000,12.320000,3.219638,0
1986-09-01,12.190000,12.350000,11.010000,11.170000,2.919104,0
1986-10-01,11.330000,11.740000,11.330000,11.690000,3.054997,0
1986-11-01,11.710000,11.850000,11.240000,11.850000,3.096811,0
1986-12-01,11.830000,12.110000,11.390000,11.390000,2.976598,0
1987-01-01,11.510000,13.420000,11.510000,13.320000,3.480972,0
1987-02-01,13.520000,14.350000,13.520000,14.350000,3.750147,0
1987-03-01,14.310000,15.110000,14.310000,14.770000,3.859907,0
1987-04-01,14.770000,15.220000,14.330000,14.810000,3.870361,0
1987-05-01,14.770000,15.010000,14.050000,14.820000,3.872974,0
1987-06-01,14.800000,15.610000,14.680000,15.210000,3.974894,0
